Calendar Year,Property ID,Property Name,Address 1,City,Primary Property Type - Self Selected,Year Built,Occupancy,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Percent Electricity,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Annual Maximum Demand (kW),Property GFA - Calculated (Buildings) (ft²),Electric Distribution Utility,Borough,Postal Code,Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),ENERGY STAR Score,longitude,latitude
2021,5419/006_2021,Bayview Senior Housing,5545 3RD ST,San Francisco,Mixed Residential,1999.0,,217270.1,3.961601998395449,100,217270.1,,54844,PG&E,Bayview Hunters Point,94124,27.5,27.7,85.5,,-122.39311627513204,37.727092692313654
2022,5419/006_2022,Bayview Senior Housing,5545 3RD ST,San Francisco,Mixed Residential,1999.0,,216613.5,3.949629859237109,100,216613.5,,54844,PG&E,Bayview Hunters Point,94124,26.6,26.4,88.8,78.0,-122.39311627513204,37.727092692313654
2023,5419/006_2023,Bayview Senior Housing,5545 3RD ST,San Francisco,Mixed Residential,1999.0,,214911.7,3.9186000291736565,100,214911.7,,54844,PG&E,Bayview Hunters Point,94124,25.7,25.8,88.0,76.0,-122.39311627513204,37.727092692313654
2024,5419/006_2024,Bayview Senior Housing,5545 3RD ST,San Francisco,Mixed Residential,1999.0,,223965.7,4.083686456130115,100,223965.7,,54844,PG&E,Bayview Hunters Point,94124,26.2,25.9,86.44,77.0,-122.39311627513204,37.727092692313654
2019,5421/014_2019,Armstrong Townhomes,1780 Bancroft Ave,San Francisco,Multifamily,2010.0,,672359.7,5.171997692307692,100,672359.7,,130000,PG&E,Bayview Hunters Point,94124,62.0,62.2,468.0,2.0,-122.3950843348394,37.72738456567667
2021,5421/014_2021,Armstrong Townhomes,1780 Bancroft Ave,San Francisco,Multifamily,2010.0,,642941.5,4.9457038461538465,100,642941.5,,130000,PG&E,Bayview Hunters Point,94124,63.6,63.9,455.4,,-122.3950843348394,37.72738456567667
2022,5421/138_2022,Armstrong Place Senior Housing,5600 3rd St,San Francisco,Mixed Residential,2009.0,,685624.0,5.2740307692307695,100,685624.0,,130000,PG&E,Bayview Hunters Point,94124,60.6,60.2,454.3,3.0,-122.39413401070004,37.72681474654867
2023,5421/138_2023,Armstrong Place Senior Housing,5600 3rd St,San Francisco,Mixed Residential,2009.0,,610592.0,4.696861538461539,100,610592.0,,130000,PG&E,Bayview Hunters Point,94124,61.7,62.0,463.3,2.0,-122.39413401070004,37.72681474654867
2024,5421/138_2024,Armstrong Place Senior Housing,5600 3rd St,San Francisco,Mixed Residential,2009.0,,635027.7,4.884828461538461,100,635027.7,,130000,PG&E,Bayview Hunters Point,94124,20.2,20.2,168.43,72.0,-122.39413401070004,37.72681474654867
2018,5423A/009_2018,345 WILLIAMS AVE,345 WILLIAMS AVE,San Francisco,Commercial,1964.0,,1080828.7,23.866202221388036,100,1080828.7,,45287,PG&E,Bayview Hunters Point,94124,81.4,81.5,259.8,93.0,-122.39924710397788,37.729805494161695
2019,5423A/009_2019,345 WILLIAMS AVE,345 WILLIAMS AVE,San Francisco,Commercial,1964.0,,1037974.0,22.919910791176275,100,1037974.0,,45287,PG&E,Bayview Hunters Point,94124,78.2,78.2,249.5,94.0,-122.39924710397788,37.729805494161695
2021,5423A/009_2021,345 WILLIAMS AVE,345 WILLIAMS AVE,San Francisco,Commercial,1964.0,,950849.3,20.996076136639655,100,950849.3,,45287,PG&E,Bayview Hunters Point,94124,71.6,71.6,196.3,95.0,-122.39924710397788,37.729805494161695
2018,5431A/001F_2018,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,77674644.9,115.25693458925758,100,77674644.9,,673926,PG&E,Bayview Hunters Point,94124,473.3,473.3,18757.9,13.0,-122.39722848491505,37.72499186803046
2019,5431A/001F_2019,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,81266753.4,120.58705762947268,100,81266753.4,,673926,PG&E,Bayview Hunters Point,94124,494.5,494.6,19586.4,10.0,-122.39722848491505,37.72499186803046
2020,5431A/001F_2020,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,88512149.7,131.33808415167243,100,88512149.7,,673926,PG&E,Bayview Hunters Point,94124,537.5,537.5,20038.7,,-122.39722848491505,37.72499186803046
2021,5431A/001F_2021,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,101549190.3,150.68299828171044,100,101549190.3,,673926,PG&E,Bayview Hunters Point,94124,623.2,623.2,21024.1,,-122.39722848491505,37.72499186803046
2022,5431A/001F_2022,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,106630734.1,158.2232086312147,100,106630734.1,,673926,PG&E,Bayview Hunters Point,94124,656.8,656.8,25063.4,30.0,-122.39722848491505,37.72499186803046
2017,5431A/001F_2017,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,467.5,467.5,18526.0,2.0,-122.39722848491505,37.72499186803046
2016,5431A/001F_2016,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,525.5,525.5,19928.1,1.0,-122.39722848491505,37.72499186803046
2015,5431A/001F_2015,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,776.3,776.3,21958.1,20.0,-122.39722848491505,37.72499186803046
2014,5431A/001F_2014,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,752.0,752.0,20766.9,24.0,-122.39722848491505,37.72499186803046
2013,5431A/001F_2013,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,655.8,655.8,18110.7,19.0,-122.39722848491505,37.72499186803046
2012,5431A/001F_2012,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,617.7,617.7,19009.05,14.0,-122.39722848491505,37.72499186803046
2011,5431A/001F_2011,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,673926,PG&E,Bayview Hunters Point,94124,608.8,608.8,18733.3,13.0,-122.39722848491505,37.72499186803046
2023,5431A/001F_2023,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,112372965.5,166.74377528096556,100,112372965.5,,673926,PG&E,Bayview Hunters Point,94124,689.5,,27249.5,22.0,-122.39722848491505,37.72499186803046
2024,5431A/001F_2024,Digital Realty Trust,200 PAUL AVE,San Francisco,Commercial,1955.0,,111435159.4,165.35221878960004,100,111435159.4,,673926,PG&E,Bayview Hunters Point,94124,690.2,690.1,25547.02,,-122.39722848491505,37.72499186803046
2018,5431A/012_2018,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,840886.0,8.40886,100,840886.0,,100000,PG&E,Bayview Hunters Point,94124,35.3,36.5,237.4,86.0,-122.40062818145329,37.725931700645354
2017,5431A/012_2017,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,37.9,38.8,269.0,89.0,-122.40062818145329,37.725931700645354
2016,5431A/012_2016,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,37.5,39.1,297.0,90.0,-122.40062818145329,37.725931700645354
2015,5431A/012_2015,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,40.6,41.1,306.2,86.0,-122.40062818145329,37.725931700645354
2014,5431A/012_2014,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,40.9,40.9,310.2,85.0,-122.40062818145329,37.725931700645354
2013,5431A/012_2013,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,44.2,42.3,327.3,85.0,-122.40062818145329,37.725931700645354
2012,5431A/012_2012,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,36.4,36.4,300.07,89.0,-122.40062818145329,37.725931700645354
2011,5431A/012_2011,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,,0.0,0,,,100000,PG&E,Bayview Hunters Point,94124,55.0,55.0,419.36,81.0,-122.40062818145329,37.725931700645354
2023,5431A/012_2023,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,758536.1,7.585361,100,758536.1,,100000,PG&E,Bayview Hunters Point,94124,37.6,,234.03,87.0,-122.40062818145329,37.725931700645354
2024,5431A/012_2024,Bayshore Business Center,1485 BAYSHORE BLVD,San Francisco,Commercial,1927.0,,785654.3,7.856543,100,785654.3,,100000,PG&E,Bayview Hunters Point,94124,37.8,,236.27,87.0,-122.40062818145329,37.725931700645354
2018,5431A/016-A_2018,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,41678.3,1.5188884839650147,100,41678.3,,27440,PG&E,Bayview Hunters Point,94124,5.2,5.2,10.0,79.0,-122.40006555901796,37.72653313052653
2019,5431A/016-A_2019,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,40917.5,1.4911625364431487,100,40917.5,,27440,PG&E,Bayview Hunters Point,94124,5.1,5.1,9.3,79.0,-122.40006555901796,37.72653313052653
2020,5431A/016-A_2020,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,39227.5,1.4295736151603498,100,39227.5,,27440,PG&E,Bayview Hunters Point,94124,4.9,4.9,8.9,,-122.40006555901796,37.72653313052653
2021,5431A/016-A_2021,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,40831.5,1.4880284256559766,100,40831.5,,27440,PG&E,Bayview Hunters Point,94124,5.1,5.1,8.4,,-122.40006555901796,37.72653313052653
2022,5431A/016-A_2022,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,34326.9,1.2509803206997085,100,34326.9,,27440,PG&E,Bayview Hunters Point,94124,4.3,4.2,8.0,85.0,-122.40006555901796,37.72653313052653
2017,5431A/016-A_2017,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,6.1,6.1,12.7,65.0,-122.40006555901796,37.72653313052653
2016,5431A/016-A_2016,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,6.1,6.1,14.5,64.0,-122.40006555901796,37.72653313052653
2015,5431A/016-A_2015,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,5.6,5.6,12.6,68.0,-122.40006555901796,37.72653313052653
2014,5431A/016-A_2014,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,6.4,6.4,14.4,57.0,-122.40006555901796,37.72653313052653
2013,5431A/016-A_2013,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,6.2,6.2,14.9,68.0,-122.40006555901796,37.72653313052653
2012,5431A/016-A_2012,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,,0.0,0,,,27440,PG&E,Bayview Hunters Point,94124,6.9,6.9,16.7,62.0,-122.40006555901796,37.72653313052653
2023,5431A/016-A_2023,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,34273.4,1.249030612244898,100,34273.4,,27440,PG&E,Bayview Hunters Point,94124,4.3,4.3,8.3,85.0,-122.40006555901796,37.72653313052653
2024,5431A/016-A_2024,1819 Egbert Ave,1819 EGBERT AVE,San Francisco,Commercial,1983.0,,30067.5,1.0957543731778425,100,30067.5,,27440,PG&E,Bayview Hunters Point,94124,3.7,3.7,6.81,89.0,-122.40006555901796,37.72653313052653
2018,5431A/041_2018,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,633913.2,2.485018071769622,100,633913.2,,255094,PG&E,Bayview Hunters Point,94124,25.6,,307.3,100.0,-122.39604197681764,37.724970134720834
2019,5431A/041_2019,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,633912.5,2.4850153276831284,100,633912.5,,255094,PG&E,Bayview Hunters Point,94124,21.3,21.3,261.7,100.0,-122.39604197681764,37.724970134720834
2020,5431A/041_2020,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,649767.0,2.5471669267015296,100,649767.0,,255094,PG&E,Bayview Hunters Point,94124,22.8,23.0,269.1,,-122.39604197681764,37.724970134720834
2021,5431A/041_2021,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,497675.4,1.9509490619144316,100,497675.4,,255094,PG&E,Bayview Hunters Point,94124,19.4,19.4,217.0,,-122.39604197681764,37.724970134720834
2022,5431A/041_2022,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,442996.9,1.7366025857135017,100,442996.9,,255094,PG&E,Bayview Hunters Point,94124,18.4,18.2,216.8,100.0,-122.39604197681764,37.724970134720834
2023,5431A/041_2023,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,442174.7,1.733379460120583,100,442174.7,,255094,PG&E,Bayview Hunters Point,94124,21.2,21.3,244.4,100.0,-122.39604197681764,37.724970134720834
2024,5431A/041_2024,Waterbend,5880 3rd Street,San Francisco,Multifamily,,,439998.2,1.7248473111872487,100,439998.2,,255094,PG&E,Bayview Hunters Point,94124,20.7,20.5,233.13,100.0,-122.39604197681764,37.724970134720834
2019,5431A/042_2019,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,921102.5,5.902913959062304,100,921102.5,,156042,PG&E,Bayview Hunters Point,94124,37.1,37.4,319.4,53.0,-122.39585488001916,37.72561895646939
2020,5431A/042_2020,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,885821.4,5.676813934709886,100,885821.4,,156042,PG&E,Bayview Hunters Point,94124,33.5,34.1,279.4,,-122.39585488001916,37.72561895646939
2021,5431A/042_2021,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,910836.5,5.837123979441432,100,910836.5,,156042,PG&E,Bayview Hunters Point,94124,32.9,33.2,258.6,,-122.39585488001916,37.72561895646939
2022,5431A/042_2022,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,906443.6,5.808971943451122,100,906443.6,,156042,PG&E,Bayview Hunters Point,94124,32.5,32.2,280.3,65.0,-122.39585488001916,37.72561895646939
2023,5431A/042_2023,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,898586.6,5.758620115097218,100,898586.6,,156042,PG&E,Bayview Hunters Point,94124,32.2,32.4,285.1,63.0,-122.39585488001916,37.72561895646939
2024,5431A/042_2024,Dr. George W Davis Senior Housing,1751 CARROLL AVE,San Francisco,Multifamily,,,874788.8,5.606111175196422,100,874788.8,,156042,PG&E,Bayview Hunters Point,94124,31.6,31.4,265.78,70.0,-122.39585488001916,37.72561895646939
2018,5476/009_2018,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,392886.0,4.069080514530729,100,392886.0,,96554,PG&E,Bayview Hunters Point,94124,34.8,34.6,180.6,91.0,-122.39810598898411,37.71878809209021
2019,5476/009_2019,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,413852.9,4.286232574517887,100,413852.9,,96554,PG&E,Bayview Hunters Point,94124,37.3,37.7,193.4,87.0,-122.39810598898411,37.71878809209021
2020,5476/009_2020,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,415824.3,4.306650164674689,100,415824.3,,96554,PG&E,Bayview Hunters Point,94124,40.3,40.8,201.3,,-122.39810598898411,37.71878809209021
2021,5476/009_2021,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,390054.0,4.039749777326677,100,390054.0,,96554,PG&E,Bayview Hunters Point,94124,40.4,40.4,192.8,,-122.39810598898411,37.71878809209021
2022,5476/009_2022,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,302586.5,3.1338577376390413,100,302586.5,,96554,PG&E,Bayview Hunters Point,94124,33.2,33.0,166.2,97.0,-122.39810598898411,37.71878809209021
2023,5476/009_2023,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,339841.7,3.519706071214036,100,339841.7,,96554,PG&E,Bayview Hunters Point,94124,37.9,37.9,192.4,91.0,-122.39810598898411,37.71878809209021
2024,5476/009_2024,Bayview Hill Gardens,6600 3RD ST,San Francisco,Multifamily,,,301184.5,3.119337365619239,100,301184.5,,96554,PG&E,Bayview Hunters Point,94124,34.9,34.9,171.55,96.0,-122.39810598898411,37.71878809209021
2018,5583/004_2018,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,184811.0,5.760582257963967,100,184811.0,,32082,PG&E,Bayview Hunters Point,94124,24.4,24.4,52.5,38.0,-122.40470080901612,37.74117174040053
2019,5583/004_2019,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,165494.0,5.158468923383829,100,165494.0,,32082,PG&E,Bayview Hunters Point,94124,21.8,22.0,46.9,44.0,-122.40470080901612,37.74117174040053
2020,5583/004_2020,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,165656.0,5.163518483885045,100,165656.0,,32082,PG&E,Bayview Hunters Point,94124,20.7,20.7,42.8,,-122.40470080901612,37.74117174040053
2021,5583/004_2021,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,161932.0,5.047440932610186,100,161932.0,,32082,PG&E,Bayview Hunters Point,94124,21.3,21.3,40.4,,-122.40470080901612,37.74117174040053
2022,5583/004_2022,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,152478.0,4.752758556199738,100,152478.0,,32082,PG&E,Bayview Hunters Point,94124,22.7,22.5,46.8,48.0,-122.40470080901612,37.74117174040053
2017,5583/004_2017,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,,0.0,0,,,32082,PG&E,Bayview Hunters Point,94124,22.3,22.3,52.0,10.0,-122.40470080901612,37.74117174040053
2016,5583/004_2016,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,,0.0,0,,,32082,PG&E,Bayview Hunters Point,94124,21.4,21.4,49.8,11.0,-122.40470080901612,37.74117174040053
2015,5583/004_2015,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,,0.0,0,,,32082,PG&E,Bayview Hunters Point,94124,21.7,61.7,50.6,11.0,-122.40470080901612,37.74117174040053
2023,5583/004_2023,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,170718.0,5.321301664484758,100,170718.0,,32082,PG&E,Bayview Hunters Point,94124,22.0,22.0,47.9,42.0,-122.40470080901612,37.74117174040053
2024,5583/004_2024,123 LOOMIS ST,123 LOOMIS ST,San Francisco,Commercial,1953.0,,167473.0,5.220154603827692,100,167473.0,,32082,PG&E,Bayview Hunters Point,94124,20.6,20.6,42.67,48.0,-122.40470080901612,37.74117174040053
2018,5583/012_2018,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,136287.5,3.6900281583364922,100,136287.5,,36934,PG&E,Bayview Hunters Point,94124,23.4,23.4,50.3,89.0,-122.40472449885432,37.7398340402482
2019,5583/012_2019,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,150773.0,4.082227757621704,100,150773.0,,36934,PG&E,Bayview Hunters Point,94124,25.5,26.0,54.9,87.0,-122.40472449885432,37.7398340402482
2020,5583/012_2020,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,118685.2,3.2134401906102776,100,118685.2,,36934,PG&E,Bayview Hunters Point,94124,18.7,19.4,36.8,,-122.40472449885432,37.7398340402482
2021,5583/012_2021,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,110987.1,3.005011642389127,100,110987.1,,36934,PG&E,Bayview Hunters Point,94124,12.3,12.3,25.0,96.0,-122.40472449885432,37.7398340402482
2022,5583/012_2022,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,111496.1,3.018792982076136,100,111496.1,,36934,PG&E,Bayview Hunters Point,94124,24.9,24.9,50.8,89.0,-122.40472449885432,37.7398340402482
2017,5583/012_2017,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,17.1,17.1,39.6,100.0,-122.40472449885432,37.7398340402482
2016,5583/012_2016,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,18.8,19.3,43.1,99.0,-122.40472449885432,37.7398340402482
2015,5583/012_2015,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,17.8,18.6,43.6,99.0,-122.40472449885432,37.7398340402482
2014,5583/012_2014,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,21.5,25.5,50.8,99.0,-122.40472449885432,37.7398340402482
2013,5583/012_2013,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,19.2,18.1,45.5,99.0,-122.40472449885432,37.7398340402482
2012,5583/012_2012,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,,0.0,0,,,36934,PG&E,Bayview Hunters Point,94124,19.2,20.7,46.1,99.0,-122.40472449885432,37.7398340402482
2024,5583/012_2024,570 BARNEVELD AVE,560 BARNEVELD AVE,San Francisco,Commercial,1955.0,,94690.8,2.5637840472193645,100,94690.8,,36934,PG&E,Bayview Hunters Point,94124,23.0,22.1,45.76,91.0,-122.40472449885432,37.7398340402482
2018,5585/004_2018,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,160653.5,9.736575757575757,100,160653.5,,16500,PG&E,Bayview Hunters Point,94124,77.6,77.6,77.5,41.0,-122.40226170752754,37.74025701595328
2019,5585/004_2019,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,125662.6,7.615915151515152,100,125662.6,,16500,PG&E,Bayview Hunters Point,94124,89.4,89.4,85.8,,-122.40226170752754,37.74025701595328
2020,5585/004_2020,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,99979.9,6.059387878787878,100,99979.9,,16500,PG&E,Bayview Hunters Point,94124,70.7,71.7,66.4,,-122.40226170752754,37.74025701595328
2021,5585/004_2021,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,96836.0,5.868848484848485,100,96836.0,,16500,PG&E,Bayview Hunters Point,94124,76.8,76.8,69.8,,-122.40226170752754,37.74025701595328
2022,5585/004_2022,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,106748.6,6.469612121212122,100,106748.6,,16500,PG&E,Bayview Hunters Point,94124,84.7,84.7,79.8,,-122.40226170752754,37.74025701595328
2017,5585/004_2017,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,,0.0,0,,,16500,PG&E,Bayview Hunters Point,94124,98.9,101.1,102.7,32.0,-122.40226170752754,37.74025701595328
2016,5585/004_2016,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,,0.0,0,,,16500,PG&E,Bayview Hunters Point,94124,113.0,115.4,123.1,24.0,-122.40226170752754,37.74025701595328
2015,5585/004_2015,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,,0.0,0,,,16500,PG&E,Bayview Hunters Point,94124,75.7,78.1,81.6,56.0,-122.40226170752754,37.74025701595328
2014,5585/004_2014,2211 PALOU AVE,2211 PALOU AVE,San Francisco,Commercial,1947.0,,,0.0,0,,,16500,PG&E,Bayview Hunters Point,94124,69.9,74.6,75.4,62.0,-122.40226170752754,37.74025701595328
